"","duration","protocol_type","service","flag","src_bytes","dst_bytes","land","wrong_fragment","urgent","hot","num_failed_logins","logged_in","num_compromised","root_shell","su_attempted","num_root","num_file_creations","num_shells","num_access_files","num_outbound_cmds","is_host_login","is_guest_login","count","srv_count","serror_rate","srv_error_rate","rerror_rate","srv_rerror_rate","same_srv_rate","diff_srv_rate","srv_diff_host_rate","dst_host_count","dst_host_srv_count","dst_host_same_srv_rate","dst_host_diff_srv_rate","dst_host_same_src_port_rate","dst_host_srv_diff_host_rate","dst_host_serror_rate","dst_host_srv_serror_rate","dst_host_rerror_rate","dst_host_srv_rerror_rate","AttackType"
"140378",0,0,0,0,0.00208,0.11121,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.005,0.005,0,0,0,0,0.1,0,0,0.046,0.255,0.1,0,0.002,0.005,0,0,0,0,"Normal"
"428497",0,0,0,0,0.00308,0.00607,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.004,0.004,0,0,0,0,0.1,0,0,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"423093",0,0,0,0,0.00148,0.28382,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0.1,0,0,0.038,0.255,0.1,0,0.003,0.003,0.005,0.001,0,0,"Normal"
"381037",0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0.1,0.1,0.1,0,0,0.002,0.255,0.1,0,0.05,0.005,0,0,0.1,0.099,"Normal"
"380577",0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0.1,0.1,0.1,0,0,0.002,0.255,0.1,0,0.05,0.01,0,0,0.1,0.069,"Normal"
"171351",0,0,0,0,0.00185,0.00944,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.002,0.002,0,0,0,0,0.1,0,0,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"510044",0,0,0,0,0.00172,0.20399,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.005,0.005,0,0,0,0,0.1,0,0,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"311280",0,0,0,0,0.00244,0.01107,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.022,0.022,0,0,0,0,0.1,0,0,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"10840",0,0,0,0,0.00287,0.0028,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.011,0.011,0,0,0,0,0.1,0,0,0.134,0.255,0.1,0,0.001,0.001,0,0,0,0,"Normal"
"110126",0,0,0,0,0.00174,0.0574,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0.1,0,0,0.013,0.255,0.1,0,0.008,0.003,0,0,0,0,"Normal"
"375888",0,0.01,0.08,0,0.00048,0.00048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0.1,0,0,0.055,0.026,0.047,0.004,0.047,0,0,0,0,0,"Normal"
"349918",1e-04,0,0.01,0,0.01134,0.0033,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0.1,0,0,0.144,0.117,0.052,0.002,0.001,0.002,0,0,0,0,"Normal"
"14043",0,0,0,0,0.00325,0.00907,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.012,0.012,0,0,0,0,0.1,0,0,0.049,0.255,0.1,0,0.002,0.004,0,0,0,0,"Normal"
"64610",0,0,0,0,0.00226,0.01645,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.004,0.004,0,0,0,0,0.1,0,0,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"101912",0,0,0,0,0.00311,0.01594,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.019,0.019,0,0,0,0,0.1,0,0,0.019,0.255,0.1,0,0.005,0.004,0,0,0,0,"Normal"
"225538",0,0,0,0,0.00219,0.02038,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.011,0.011,0,0,0,0,0.1,0,0,0.011,0.023,0.1,0,0.009,0.017,0,0,0,0,"Normal"
"289897",0,0,0,0,0.0023,0.01634,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.021,0.021,0,0,0,0,0.1,0,0,0.157,0.255,0.1,0,0.001,0.002,0,0,0,0,"Normal"
"518824",0,0,0,0,0.00252,0.01512,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.006,0.006,0,0,0,0,0.1,0,0,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"421788",0,0,0,0,0.00314,0.00862,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.004,0.007,0,0,0,0,0.1,0,0.029,0.004,0.255,0.1,0,0.025,0.004,0,0,0,0,"Normal"
"417064",0,0,0,0,0.00298,0.00545,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.008,0.015,0,0,0,0,0.1,0,0.013,0.08,0.255,0.1,0,0.001,0.002,0,0,0.001,0,"Normal"
"20684",0,0,0,0,0.00193,0.01584,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.011,0.011,0,0,0,0,0.1,0,0,0.015,0.255,0.1,0,0.007,0.002,0,0,0,0,"Normal"
"502441",0,0,0,0,0.00302,0.032,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.011,0.011,0,0,0,0,0.1,0,0,0.255,0.255,0.1,0,0,0,0.001,0.001,0,0,"Normal"
"546924",0,0,0,0,0.0032,0.0093,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.018,0.018,0,0,0,0,0.1,0,0,0.151,0.255,0.1,0,0.001,0.002,0,0,0,0,"Normal"
"33335",0,0,0,0,0.00235,0.00259,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0,0,0,0,0.1,0,0,0.03,0.155,0.1,0,0.003,0.003,0,0,0,0,"Normal"
"118287",0,0,0,0,0.00305,0.00505,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.023,0.026,0,0,0,0,0.1,0,0.012,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"329389",0,0,0,0,0.00333,0.0046,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.012,0.016,0,0,0,0,0.1,0,0.012,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"269845",0,0,0,0,0.00288,0.01483,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.012,0.012,0,0,0,0,0.1,0,0,0.105,0.255,0.1,0,0.001,0.001,0,0,0,0,"Normal"
"41331",0,0,0,0,0.00301,0.00565,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.002,0.002,0,0,0,0,0.1,0,0,0.002,0.255,0.1,0,0.05,0.006,0,0,0,0,"Normal"
"375043",0,0,0.01,0,0.01165,0.00485,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.004,0,0,0,0,0.1,0,0.1,0.255,0.009,0.004,0.001,0,0,0,0,0,0.011,"Normal"
"564555",0,0,0,0,0.00372,0.0054,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.039,0.042,0,0,0,0,0.1,0,0.005,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"77902",1e-04,0,0.01,0,0.01199,0.00328,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.003,0,0,0,0,0.1,0,0.1,0.248,0.175,0.068,0.002,0,0.001,0,0,0,0,"Normal"
"528127",0,0,0,0,0.00249,0.00809,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.002,0.002,0,0,0,0,0.1,0,0,0.013,0.255,0.1,0,0.008,0.002,0,0,0,0,"Normal"
"252827",0,0,0,0,0.00389,0.06349,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.018,0.018,0,0,0,0,0.1,0,0,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"1427",0,0,0,0,0.00247,0.01796,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.007,0.011,0,0,0,0,0.1,0,0.018,0.015,0.255,0.1,0,0.007,0.003,0,0,0,0,"Normal"
"544442",0,0,0,0,0.00235,0.01997,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.015,0.017,0,0.006,0,0,0.1,0,0.012,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"295426",0,0,0,0,0.00334,0.02593,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.008,0.01,0,0,0,0,0.1,0,0.02,0.037,0.255,0.1,0,0.003,0.002,0,0,0,0,"Normal"
"384860",0,0.01,0.02,0,0.00042,0.00042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023,0.03,0,0,0,0,0.1,0,0.007,0.255,0.255,0.1,0,0.001,0,0,0,0,0,"Normal"
"302004",0,0,0,0,0.0031,0.02698,0,0,0,0,0,0.1,0,0,0,0,0,0,0.1,0,0,0,0.004,0.004,0,0,0,0,0.1,0,0,0.255,0.239,0.094,0.002,0,0,0,0,0,0,"Normal"
"24805",0,0,0,0,0.00243,0.00398,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.025,0.025,0,0,0,0,0.1,0,0,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"473942",0,0,0,0,0.00302,0.00318,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.007,0.009,0,0,0,0,0.1,0,0.033,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"549632",0,0,0,0,0.00344,0.01451,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0,0,0,0,0.1,0,0,0.197,0.255,0.1,0,0.001,0.001,0,0,0.002,0.002,"Normal"
"228855",0,0,0,0,0.00205,0.03591,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0,0,0,0.1,0,0,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"495596",0,0,0,0,0.00254,0.08148,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.008,0,0,0,0,0.1,0,0.05,0.004,0.255,0.1,0,0.025,0.001,0,0,0,0,"Normal"
"500932",0,0,0,0,0.00209,0.0532,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.029,0.029,0,0,0,0,0.1,0,0,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"389652",0,0.01,0.02,0,0.00046,0.00046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.015,0,0,0,0,0.1,0,0.013,0.138,0.135,0.098,0.001,0.001,0,0,0,0,0,"Normal"
"37363",0,0,0,0,0.00172,0.03626,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.018,0.018,0,0,0,0,0.1,0,0,0.018,0.255,0.1,0,0.006,0.002,0,0,0,0,"Normal"
"486554",6e-04,0,0,0,0.00278,0.00138,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.007,0.007,0,0,0,0,0.1,0,0,0.007,0.255,0.1,0,0.014,0.006,0,0,0,0,"Normal"
"202473",0,0,0,0,0.00312,0.1226,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0,0,0,0,0.1,0,0,0.207,0.255,0.1,0,0.001,0.002,0,0,0,0,"Normal"
"171397",0,0,0,0,0.00293,0.11964,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.002,0.002,0,0,0,0,0.1,0,0,0.007,0.255,0.1,0,0.014,0.001,0,0,0,0,"Normal"
"380795",0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0.1,0.1,0.1,0,0,0.016,0.255,0.1,0,0.006,0.022,0,0,0.081,0.099,"Normal"
"562973",0,0,0.04,0,1e-04,0.00368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0.1,0,0,0.133,0.008,0.006,0.005,0.001,0,0.001,0,0,0,"Normal"
"248162",0,0,0,0,0.00144,0.00585,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0.1,0,0,0.002,0.255,0.1,0,0.05,0.002,0,0,0,0,"Normal"
"150312",0,0,0.01,0,0.01511,0.00334,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0.1,0,0,0.186,0.164,0.078,0.002,0.001,0.001,0,0,0,0,"Normal"
"522087",0,0.01,0.02,0,0.00042,0.00042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.005,0,0,0,0,0.1,0,0.04,0.042,0.039,0.093,0.007,0.002,0,0,0,0,0,"Normal"
"399612",0,0,0,0,0.0028,0.00885,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.017,0.044,0,0,0,0,0.1,0,0.007,0.159,0.255,0.1,0,0.001,0.004,0,0,0,0,"Normal"
"82330",0,0,0,0,0.00224,0.0045,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.027,0.027,0,0,0,0,0.1,0,0,0.07,0.255,0.1,0,0.001,0.004,0,0,0,0,"Normal"
"514431",0,0,0,0,0.00212,0.01934,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.017,0.017,0,0,0,0,0.1,0,0,0.187,0.255,0.1,0,0.001,0.002,0,0,0,0,"Normal"
"274761",0,0,0,0,0.00324,0.02684,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.017,0.018,0,0,0,0,0.1,0,0.011,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"46310",0,0,0,0,0.0035,0.00616,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.007,0.008,0,0,0,0,0.1,0,0.025,0.075,0.255,0.1,0,0.001,0.005,0,0,0,0,"Normal"
"376178",0,0.01,0.02,0,0.00042,0.00127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176,0.256,0,0,0,0,0.1,0,0.001,0.255,0.253,0.099,0.001,0,0,0,0,0,0,"Normal"
"527834",0,0,0,0,0.00416,0.00199,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.002,0.007,0,0,0,0,0.1,0,0.029,0.255,0.255,0.1,0,0,0,0,0,0.001,0.001,"Normal"
"553087",0,0,0,0,0.00316,0.00338,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0,0,0,0,0.1,0,0,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"530825",0,0.01,0.02,0,0.00042,0.00042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.008,0,0,0,0,0.1,0,0.038,0.059,0.224,0.085,0.003,0.085,0.001,0.012,0,0,0,"Normal"
"366742",0.0015,0,0.13,0,0.0018,0.15674,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0.1,0,0,0.216,0.005,0.001,0.003,0,0.04,0,0,0,0,"Normal"
"454918",0,0,0,0,0.00254,5e-04,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.017,0,0,0,0,0.1,0,0.012,0.046,0.255,0.1,0,0.002,0.007,0.002,0.001,0,0,"Normal"
"22755",0,0,0,0,0.00211,0.09986,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.017,0.017,0,0,0,0,0.1,0,0,0.017,0.255,0.1,0,0.006,0.002,0,0,0,0,"Normal"
"514578",0,0,0,0,0.00272,0.02445,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.002,0.002,0,0,0,0,0.1,0,0,0.071,0.255,0.1,0,0.001,0.001,0,0,0,0,"Normal"
"511568",0,0,0,0,0.00275,0.05116,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.007,0.007,0,0,0,0,0.1,0,0,0.076,0.255,0.1,0,0.001,0.004,0,0.001,0.001,0,"Normal"
"561403",0,0,0,0,0.00147,0.0345,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.005,0.01,0,0,0,0,0.1,0,0.03,0.005,0.255,0.1,0,0.02,0.004,0,0,0,0,"Normal"
"114772",2e-04,0,0.01,0,0.01364,0.00323,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0.1,0,0,0.141,0.195,0.06,0.002,0.001,0.001,0,0,0,0,"Normal"
"403856",1e-04,0,0.01,0,0.01724,0.00332,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.002,0.002,0,0,0,0,0.1,0,0,0.134,0.163,0.072,0.002,0.001,0.001,0,0,0,0,"Normal"
"179829",0,0,0.01,0,0.00888,0.00327,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0.1,0,0,0.16,0.148,0.055,0.002,0.001,0.001,0,0,0,0,"Normal"
"110531",0,0,0,0,0.00231,0.01705,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.005,0.005,0,0,0,0,0.1,0,0,0.016,0.255,0.1,0,0.006,0.003,0,0.001,0,0,"Normal"
"41982",0,0,0,0,0.00249,0.16151,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.004,0.004,0,0,0,0,0.1,0,0,0.009,0.009,0.1,0,0.011,0,0,0,0,0,"Normal"
"486734",0,0,0,0,0.00337,0.00454,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.008,0.009,0,0,0,0,0.1,0,0.022,0.141,0.255,0.1,0,0.001,0.002,0,0,0,0,"Normal"
"574795",0,0.01,0.02,0,0.00033,0.00049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.006,0,0,0,0,0.1,0,0.05,0.255,0.236,0.093,0.001,0.001,0,0,0,0,0,"Normal"
"169141",0,0,0,0,0.00248,0.01764,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.008,0.009,0,0,0,0,0.1,0,0.022,0.008,0.255,0.1,0,0.012,0.004,0,0,0,0,"Normal"
"180645",0,0,0.04,0,1e-04,0.00275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0.1,0,0,0.111,0.007,0.002,0.004,0.001,0.029,0.002,0,0.044,0,"Normal"
"258067",0,0,0,0,0.00322,0.00943,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.012,0.012,0,0,0,0,0.1,0,0,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"219532",0,0,0,0,0.00159,0.01296,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.003,0.032,0,0,0,0,0.1,0,0.019,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"5429",0,0,0,0,0.00162,0.30113,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.007,0,0,0,0,0.1,0,0.057,0.073,0.255,0.1,0,0.001,0.002,0,0,0,0,"Normal"
"115750",0,0,0,0,0.00298,0.1486,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.004,0.01,0,0,0,0,0.1,0,0.02,0.008,0.027,0.1,0,0.012,0.019,0,0,0,0,"Normal"
"94096",0,0,0,0,0.00169,0.00395,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.002,0,0,0,0,0.1,0,0.1,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"44429",0,0,0,0,0.00228,0.44578,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.009,0.009,0,0,0,0,0.1,0,0,0.108,0.255,0.1,0,0.001,0.002,0,0,0,0,"Normal"
"573342",0,0,0,0,0.00304,0.02507,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.004,0.005,0,0,0,0,0.1,0,0.04,0.255,0.25,0.098,0.001,0,0,0,0,0,0,"Normal"
"510987",0,0,0,0,0.00211,0.00283,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0,0,0,0,0.1,0,0,0.081,0.255,0.1,0,0.001,0.006,0.002,0.001,0,0,"Normal"
"186541",0,0,0,0,0.00255,0.00794,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0,0,0,0,0.1,0,0,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"236113",0,0,0,0,0.00248,0.00491,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.032,0.037,0,0,0,0,0.1,0,0.014,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"206990",0,0,0,0,0.00305,0.02354,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.011,0.011,0,0,0,0,0.1,0,0,0.011,0.255,0.1,0,0.009,0.003,0,0,0,0,"Normal"
"460218",0,0,0,0,0.00202,0.00629,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.006,0.023,0,0,0,0,0.1,0,0.017,0.224,0.255,0.1,0,0,0.002,0,0,0,0,"Normal"
"575585",0,0.01,0.02,0,0.00045,0.00074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036,0.036,0,0,0,0,0.1,0,0,0.255,0.254,0.1,0.001,0.001,0,0,0,0,0,"Normal"
"409463",0,0,0.01,0,0.01131,0.00328,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.002,0,0,0,0,0.1,0,0.1,0.209,0.177,0.069,0.003,0,0.001,0,0,0,0,"Normal"
"257629",0,0,0,0,0.00305,0.08269,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.013,0.013,0,0,0,0,0.1,0,0,0.03,0.255,0.1,0,0.003,0.002,0,0,0,0,"Normal"
"190677",0,0,0,0,0.00352,0.01027,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.002,0.002,0,0,0,0,0.1,0,0,0.158,0.255,0.1,0,0.001,0.003,0,0,0,0,"Normal"
"444515",3e-04,0,0.01,0,0.01947,0.00337,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.002,0,0,0,0,0.1,0,0.1,0.005,0.191,0.1,0,0.02,0.001,0,0,0,0,"Normal"
"149876",0,0,0.01,0,0.01728,0.00331,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0.1,0,0,0.138,0.186,0.08,0.004,0.001,0.001,0,0,0,0,"Normal"
"327950",0,0,0,0,0.00214,0.01528,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.004,0.004,0,0,0,0,0.1,0,0,0.115,0.255,0.1,0,0.001,0.001,0,0,0,0,"Normal"
"465046",0,0,0,0,0.00241,0.0211,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.022,0,0,0,0,0.1,0,0.009,0.005,0.255,0.1,0,0.02,0.004,0,0,0,0,"Normal"
"404617",2e-04,0,0.01,0,0.02168,0.00331,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.002,0,0,0,0,0.1,0,0.1,0.255,0.157,0.062,0.002,0,0,0,0,0,0,"Normal"
"265319",0,0,0.14,0,0.00192,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.002,0.002,0,0,0,0,0.1,0,0,0.166,0.079,0.024,0.002,0.024,0.003,0,0,0,0,"Normal"
"352735",0,0,0,0,0.00299,0.01075,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.006,0.007,0,0,0,0.014,0.1,0,0.029,0.255,0.253,0.099,0.001,0,0,0,0,0,0,"Normal"
"304333",0,0,0,0,0.00232,0.03222,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.006,0.006,0,0,0,0,0.1,0,0,0.255,0.228,0.089,0.001,0,0,0,0,0,0,"Normal"
"131320",0,0,0,0,0.00193,0.13201,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.026,0.026,0,0,0,0,0.1,0,0,0.078,0.255,0.1,0,0.001,0.005,0,0,0,0,"Normal"
"176937",0,0,0,0,0.0024,0.03432,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.017,0.024,0.006,0.004,0,0,0.1,0,0.012,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"552694",0,0,0,0,0.00342,0.00396,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.015,0.015,0,0,0,0,0.1,0,0,0.255,0.255,0.1,0,0.001,0,0,0,0,0,"Normal"
"567945",0,0.01,0.02,0,0.00042,0.00042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0.014,0,0,0,0,0.1,0,0.014,0.255,0.243,0.095,0.001,0,0,0,0,0,0,"Normal"
"266147",0,0,0,0,0.00215,0.10681,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.029,0.029,0,0,0,0,0.1,0,0,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"411074",0,0,0.01,0,0.00831,0.00331,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0.1,0,0,0.033,0.146,0.006,0.009,0.003,0.001,0,0,0,0,"Normal"
"454117",0,0,0,0,0.00213,0.04307,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.005,0.006,0,0,0,0,0.1,0,0.033,0.028,0.255,0.1,0,0.004,0.006,0,0,0,0,"Normal"
"55370",0,0,0,0,0.00344,0.00349,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.017,0.017,0,0,0,0,0.1,0,0,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"288606",0,0,0,0,0.00221,0.02693,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.021,0.021,0,0,0,0,0.1,0,0,0.069,0.255,0.1,0,0.001,0.001,0,0,0,0,"Normal"
"367723",0,0,0.01,0,0.00693,0.00333,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0.1,0,0,0.108,0.111,0.042,0.005,0.001,0.002,0,0,0,0,"Normal"
"224786",0,0,0.01,0,0.04098,0.00334,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0.1,0,0,0.189,0.077,0.041,0.003,0.001,0,0,0,0,0,"Normal"
"134002",0,0,0,0,0.00322,0.00294,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.015,0.015,0,0,0,0,0.1,0,0,0.204,0.255,0.1,0,0,0.001,0,0,0,0,"Normal"
"173934",0,0,0,0,0.00232,0.01425,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0.1,0,0,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"489923",0,0,0,0,0.00303,0.01002,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.003,0.004,0,0,0,0,0.1,0,0.05,0.007,0.255,0.1,0,0.014,0.003,0,0.002,0,0,"Normal"
"439283",0,0,0,0,0.00259,0.03051,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.002,0.002,0,0,0,0,0.1,0,0,0.047,0.255,0.1,0,0.002,0.002,0,0,0,0,"Normal"
