"","duration","protocol_type","service","flag","src_bytes","dst_bytes","land","wrong_fragment","urgent","hot","num_failed_logins","logged_in","num_compromised","root_shell","su_attempted","num_root","num_file_creations","num_shells","num_access_files","num_outbound_cmds","is_host_login","is_guest_login","count","srv_count","serror_rate","srv_error_rate","rerror_rate","srv_rerror_rate","same_srv_rate","diff_srv_rate","srv_diff_host_rate","dst_host_count","dst_host_srv_count","dst_host_same_srv_rate","dst_host_diff_srv_rate","dst_host_same_src_port_rate","dst_host_srv_diff_host_rate","dst_host_serror_rate","dst_host_srv_serror_rate","dst_host_rerror_rate","dst_host_srv_rerror_rate","AttackType"
"281109",0,0,0,0,0.00229,0.03432,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.023,0.023,0,0,0,0,0.1,0,0,0.209,0.255,0.1,0,0,0.001,0,0,0,0,"Normal"
"62878",0,0,0,0,0.00306,0.00259,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.005,0.005,0,0,0,0,0.1,0,0,0.138,0.255,0.1,0,0.001,0.001,0,0,0,0,"Normal"
"156201",0,0,0,0,0.00265,0.00662,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.026,0.032,0,0,0,0,0.1,0,0.012,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"487283",0,0,0,0,0.00291,0.00454,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.006,0.054,0,0,0,0,0.1,0,0.017,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"316438",0,0,0,0,0.00194,0.00263,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.034,0.054,0,0,0,0,0.1,0,0.007,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"570063",0,0,0.01,0,0.0119,0.00332,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0.1,0,0,0.035,0.026,0.074,0.011,0.003,0,0,0,0,0,"Normal"
"329863",0,0,0,0,0.00306,0.00489,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.02,0.023,0,0,0,0,0.1,0,0.009,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"361104",0,0,0.01,0,0.01087,0.00391,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0.1,0,0,0.018,0.182,0.1,0,0.006,0.001,0,0,0,0,"Normal"
"283905",0,0,0,0,0.00308,0.02092,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.004,0.036,0,0,0,0,0.1,0,0.008,0.183,0.255,0.1,0,0.001,0.001,0,0,0,0,"Normal"
"255852",0,0,0,0,0.00315,0.07534,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.006,0.006,0,0,0,0,0.1,0,0,0.009,0.255,0.1,0,0.011,0.009,0,0,0,0,"Normal"
"348619",0,0,0.01,0,0.01787,0.00358,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.002,0,0,0,0,0.1,0,0.1,0.136,0.161,0.067,0.004,0.001,0.001,0,0,0,0,"Normal"
"196063",0,0,0,0,0.00305,0.10092,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0,0,0,0,0.1,0,0,0.03,0.255,0.1,0,0.003,0.002,0,0,0,0,"Normal"
"565270",0,0,0,0,0.00212,0.03927,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.011,0.059,0,0,0,0,0.1,0,0.005,0.011,0.255,0.1,0,0.009,0.004,0,0,0,0,"Normal"
"352451",0,0,0,0,0.0026,0.00279,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0,0,0,0,0.1,0,0,0.175,0.175,0.1,0,0.001,0,0,0,0,0,"Normal"
"355075",0,0,0.14,0,0.00151,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0.1,0,0,0.1,0.041,0.013,0.004,0.013,0.005,0,0,0,0,"Normal"
"213309",0,0,0,0,0.00218,0.0094,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.005,0.014,0,0,0,0,0.1,0,0.014,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"525374",0,0,0.01,0,0.01143,0.00328,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0.1,0,0,0.12,0.16,0.07,0.003,0.001,0.001,0,0,0,0,"Normal"
"576703",0,0,0,0,0.00215,0.01957,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.002,0.015,0,0,0,0,0.1,0,0.013,0.002,0.23,0.1,0,0.05,0.008,0,0.001,0,0,"Normal"
"229570",0,0,0,0,0.00171,0.04922,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.004,0.012,0,0,0,0,0.1,0,0.025,0.19,0.255,0.1,0,0.001,0.001,0,0,0,0,"Normal"
"530023",0,0.01,0.02,0,0.00044,0.00086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0.027,0,0,0,0,0.1,0,0.007,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"293592",0,0,0.14,0,0.05891,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.016,0.016,0,0,0,0,0.1,0,0,0.247,0.093,0.038,0.002,0.038,0,0,0,0,0,"Normal"
"144974",0,0,0,0,0.00202,0.01643,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.004,0.004,0,0,0,0,0.1,0,0,0.078,0.255,0.1,0,0.001,0.004,0,0,0,0,"Normal"
"394294",0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0.1,0.1,0.1,0,0,0.001,0.06,0.1,0,0.1,0.02,0,0,0.1,0.1,"Normal"
"497409",0,0,0,0,0.00299,0.11689,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.005,0.013,0,0,0,0,0.1,0,0.023,0.052,0.255,0.1,0,0.002,0.004,0,0.001,0,0,"Normal"
"120169",0,0,0,0,0.00224,0.02913,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.019,0.028,0,0,0,0,0.1,0,0.011,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"433423",0,0,0,0,0.00239,0.00282,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.015,0.015,0,0,0,0,0.1,0,0,0.06,0.255,0.1,0,0.002,0.001,0,0,0,0,"Normal"
"331048",0,0,0,0,0.00143,0.09534,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.014,0,0,0,0,0.1,0,0.014,0.099,0.255,0.1,0,0.001,0.001,0,0,0,0,"Normal"
"427635",0,0,0,0,0.00336,0.0037,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.006,0.013,0,0,0,0,0.1,0,0.023,0.027,0.255,0.1,0,0.004,0.005,0,0,0,0,"Normal"
"128620",0,0,0,0,0.00336,0.0304,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.002,0.012,0,0,0,0,0.1,0,0.017,0.024,0.255,0.1,0,0.004,0.004,0,0,0,0,"Normal"
"136280",0,0,0,0,0.00244,0.00515,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.014,0.014,0,0,0,0,0.1,0,0,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"134864",0,0,0,0,0.00151,0.09534,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.002,0,0,0,0,0.1,0,0.1,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"516073",0,0,0,0,0.00236,0.07223,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0.1,0,0,0.255,0.255,0.1,0,0,0,0.001,0.001,0,0,"Normal"
"548470",0,0,0,0,0.00208,0.00267,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.011,0.012,0,0,0,0,0.1,0,0.017,0.255,0.255,0.1,0,0,0,0,0,0.001,0.001,"Normal"
"60325",0,0,0,0,0.00236,0.03106,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.009,0.011,0,0,0,0,0.1,0,0.018,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"150461",0,0.01,0.02,0,0.00029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.002,0,0,0,0,0.1,0,0.1,0.129,0.035,0.016,0.004,0.016,0.006,0,0,0,0,"Normal"
"215059",0,0,0,0,0.00316,0.1383,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.002,0.003,0,0,0,0,0.1,0,0.067,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"281033",0,0,0,0,0.00223,0.02446,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.002,0.002,0,0,0,0,0.1,0,0,0.133,0.255,0.1,0,0.001,0.001,0,0,0,0,"Normal"
"335878",0,0,0,0,0.0024,0.0115,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.014,0.015,0,0,0,0,0.1,0,0.013,0.014,0.255,0.1,0,0.007,0.003,0,0,0,0,"Normal"
"267454",0,0,0,0,0.00233,0.13614,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.006,0.006,0,0,0,0,0.1,0,0,0.006,0.255,0.1,0,0.017,0.001,0,0,0,0,"Normal"
"120555",0,0,0,0,0.00228,0.01197,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.003,0,0,0,0,0.1,0,0.067,0.249,0.255,0.1,0,0,0.001,0,0,0,0,"Normal"
"533630",0,0.01,0.02,0,0.00029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.002,0,0,0,0,0.1,0,0.1,0.17,0.042,0.016,0.004,0.016,0.005,0.001,0,0.001,0,"Normal"
"183844",1e-04,0,0.01,0,0.01986,0.00329,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.004,0,0,0,0,0.1,0,0.1,0.214,0.133,0.057,0.003,0,0.002,0,0,0,0,"Normal"
"2739",0,0,0,0,0.00308,0.01483,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0.1,0,0,0.056,0.255,0.1,0,0.002,0.002,0,0,0,0,"Normal"
"517269",0,0.01,0.02,0,3e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.002,0,0,0,0,0.1,0,0.1,0.255,0.044,0.017,0.003,0.017,0,0,0,0,0,"Normal"
"486260",0,0,0,0,0.00332,0.02023,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.011,0.011,0,0,0,0,0.1,0,0,0.011,0.255,0.1,0,0.009,0.005,0,0,0,0,"Normal"
"353139",0,0,0,0,0.00236,0.01075,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.007,0.008,0,0,0,0.012,0.1,0,0.025,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"297506",0,0,0,0,0.00212,0.1794,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.006,0.006,0,0,0,0,0.1,0,0,0.006,0.255,0.1,0,0.017,0.004,0,0,0,0,"Normal"
"97924",0,0,0,0,0.00215,0.04721,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.003,0,0,0,0,0.1,0,0.067,0.081,0.255,0.1,0,0.001,0.002,0,0,0,0,"Normal"
"424376",0,0,0,0,0.00297,0.03887,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.006,0.006,0,0,0,0,0.1,0,0,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"165274",0,0,0,0,0.00291,0.07817,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0.1,0,0,0.013,0.255,0.1,0,0.008,0.002,0,0,0,0,"Normal"
"35887",0,0,0,0,0.0017,0.05295,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0,0,0,0,0.1,0,0,0.058,0.255,0.1,0,0.002,0.001,0,0,0,0,"Normal"
"384222",0,0.01,0.02,0,0.00046,0.00046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0.014,0,0,0,0,0.1,0,0.029,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"238366",0,0,0,0,0.00294,0.01364,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.012,0.012,0,0,0,0,0.1,0,0,0.213,0.255,0.1,0,0,0.001,0,0,0,0,"Normal"
"91421",0,0,0,0,0.00294,0.01491,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.012,0.012,0,0,0,0,0.1,0,0,0.045,0.255,0.1,0,0.002,0.001,0,0,0,0,"Normal"
"113420",0,0,0,0,0.00312,0.00314,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.004,0.004,0,0,0,0,0.1,0,0,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"438075",0,0,0,0,0.00264,0.02921,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0.1,0,0,0.108,0.108,0.1,0,0.001,0,0,0,0,0,"Normal"
"392226",0,0,0.01,0,0.01266,0.00332,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0.1,0,0,0.204,0.112,0.055,0.004,0,0,0,0,0,0,"Normal"
"412490",0,0,0,0,0.00347,0.07839,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.016,0.023,0,0,0,0.004,0.1,0,0.009,0.016,0.255,0.1,0,0.006,0.005,0,0,0,0,"Normal"
"121820",0,0,0,0,0.00223,0.0288,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.023,0.023,0,0,0,0,0.1,0,0,0.026,0.255,0.1,0,0.004,0.004,0,0,0,0,"Normal"
"518016",0,0,0,0,0.00287,0.12894,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.008,0.011,0,0,0,0,0.1,0,0.036,0.255,0.255,0.1,0,0,0,0.001,0.001,0,0,"Normal"
"514844",0,0,0,0,0.00234,0.00694,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.006,0.031,0,0,0,0.003,0.1,0,0.019,0.129,0.255,0.1,0,0.001,0.003,0,0,0.001,0,"Normal"
"38694",0,0,0,0,0.00336,0.11283,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.013,0.013,0,0,0,0,0.1,0,0,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"415052",0,0,0,0,0.0021,0.0251,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.002,0.002,0,0,0,0,0.1,0,0,0.002,0.255,0.1,0,0.05,0.004,0,0,0,0,"Normal"
"5482",0,0,0,0,0.00216,0.06329,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.008,0.008,0,0,0,0,0.1,0,0,0.126,0.255,0.1,0,0.001,0.002,0,0,0,0,"Normal"
"96802",0,0,0,0,0.00215,0.00373,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.004,0.004,0,0,0,0,0.1,0,0,0.04,0.255,0.1,0,0.003,0.001,0,0,0,0,"Normal"
"510805",0,0,0,0,0.00208,0.00261,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0,0,0,0,0.1,0,0,0.009,0.255,0.1,0,0.011,0.005,0,0,0,0,"Normal"
"431403",0,0,0,0,0.00265,0.00255,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.018,0.058,0,0,0,0,0.1,0,0.014,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"50445",0,0,0,0,0.00225,0.00917,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.005,0.021,0,0,0,0,0.1,0,0.019,0.071,0.255,0.1,0,0.001,0.005,0,0,0,0,"Normal"
"168815",0,0,0,0,0.00211,0.09207,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.021,0.022,0,0,0,0,0.1,0,0.009,0.048,0.255,0.1,0,0.002,0.004,0,0,0,0,"Normal"
"379454",0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0.1,0.1,0.1,0,0,0.002,0.092,0.1,0,0.05,0.016,0,0,0.1,0.1,"Normal"
"547992",0,0,0,0,0.0035,0.04207,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.027,0.027,0,0,0,0,0.1,0,0,0.1,0.255,0.1,0,0.001,0.001,0,0,0,0,"Normal"
"428283",0,0,0,0,0.00242,0.00652,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0.1,0,0,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"159955",0,0,0,0,0.00311,0.07656,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.014,0.014,0,0,0,0,0.1,0,0,0.014,0.255,0.1,0,0.007,0.007,0,0,0,0,"Normal"
"41065",0,0,0,0,0.00247,0.00374,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.003,0,0,0,0,0.1,0,0.1,0.022,0.054,0.1,0,0.005,0.004,0,0,0,0,"Normal"
"134745",0,0,0,0,0.00339,0.00574,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.006,0.027,0,0,0,0,0.1,0,0.011,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"377504",1e-04,0,0.01,0,0.01469,0.00328,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.003,0,0,0,0,0.1,0,0.1,0.048,0.097,0.052,0.01,0.002,0.002,0,0,0,0,"Normal"
"173443",0,0,0,0,0.00149,0.09536,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0.1,0,0,0.001,0.255,0.1,0,0.1,0.002,0,0,0,0,"Normal"
"114370",0,0,0.04,0,0.00011,0.00225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0.1,0,0,0.052,0.012,0.006,0.004,0.002,0.025,0,0,0,0,"Normal"
"85352",0,0,0,0,0.00286,0.00421,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.019,0.049,0,0,0,0,0.1,0,0.008,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"90637",0,0,0,0,0.0019,0.00711,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.002,0.002,0,0,0,0,0.1,0,0,0.003,0.255,0.1,0,0.033,0.004,0,0,0,0,"Normal"
"567681",0,0.01,0.02,0,0.00042,0.00042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0.018,0,0,0,0,0.1,0,0.017,0.255,0.23,0.09,0.001,0,0,0,0,0,0,"Normal"
"374551",0,0,0.14,0,0.0103,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.002,0.003,0,0,0,0,0.1,0,0.067,0.233,0.076,0.033,0.006,0.036,0,0,0.001,0.002,0,"Normal"
"341340",0,0,0,0,0.00297,0.02239,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.005,0.005,0,0,0,0,0.1,0,0,0.255,0.246,0.096,0.002,0,0,0,0,0,0,"Normal"
"456914",0,0,0,0,0.00211,0.00269,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.005,0.015,0,0,0,0,0.1,0,0.027,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"488617",0,0,0,0,0.00295,0.07956,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.031,0.032,0,0,0,0,0.1,0,0.006,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"81226",0,0,0,0,0.00358,0.00891,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.007,0,0,0,0,0.1,0,0.029,0.02,0.255,0.1,0,0.005,0.006,0,0,0,0,"Normal"
"340529",2e-04,0,0.01,0,0.01129,0.0033,0,0,0,0,0,0.1,0,0,0,0,0.2,0,0,0,0,0,0.001,0.002,0,0,0,0,0.1,0,0.1,0.116,0.11,0.034,0.003,0.001,0.002,0,0,0,0,"Normal"
"555684",0,0,0,0,0.00217,0.00293,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.016,0.016,0,0,0,0,0.1,0,0,0.035,0.255,0.1,0,0.003,0.002,0,0,0,0,"Normal"
"305548",0,0.01,0.02,0,0.00046,0.00139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0.089,0,0,0,0,0.1,0,0.002,0.255,0.254,0.1,0.001,0,0,0,0,0,0,"Normal"
"186640",0,0,0,0,0.0023,0.13593,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.004,0.004,0,0,0,0,0.1,0,0,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"461186",0,0,0,0,0.00251,0.01816,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.015,0.015,0,0,0,0,0.1,0,0,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"140980",0,0,0,0,0.00223,0.17159,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0.1,0,0,0.001,0.255,0.1,0,0.1,0.008,0,0,0,0,"Normal"
"417795",0,0,0,0,0.00231,0.00406,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.012,0.025,0,0,0,0,0.1,0,0.02,0.067,0.255,0.1,0,0.001,0.003,0,0,0,0,"Normal"
"506700",0,0,0,0,0.0032,0.003,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.011,0.011,0,0,0,0,0.1,0,0,0.159,0.255,0.1,0,0.001,0.003,0,0,0,0,"Normal"
"263903",1e-04,0,0.01,0,0.01233,0.00377,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.004,0,0,0,0,0.1,0,0.1,0.006,0.124,0.1,0,0.017,0.002,0,0,0,0,"Normal"
"68307",0,0,0,0,0.00206,0.01074,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.012,0.018,0,0,0,0,0.1,0,0.011,0.087,0.255,0.1,0,0.001,0.003,0,0,0,0,"Normal"
"72589",1e-04,0,0.01,0,0.01204,0.00446,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.005,0,0,0,0,0.1,0,0.1,0.024,0.216,0.096,0.008,0.004,0.001,0,0,0,0,"Normal"
"166359",0,0,0,0,0.004,0.04635,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.011,0.011,0,0,0,0,0.1,0,0,0.255,0.255,0.1,0,0,0,0,0,0,0,"Normal"
"454456",0,0,0,0,0.00195,0.11711,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.006,0.006,0,0,0,0,0.1,0,0,0.045,0.255,0.1,0,0.002,0.003,0,0,0,0,"Normal"
"243474",0,0,0,0,0.00149,0.4038,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.002,0,0,0,0,0.1,0,0.1,0.025,0.255,0.1,0,0.004,0.001,0,0,0,0,"Normal"
"465649",0,0,0,0,0.00232,0.06461,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.006,0.006,0,0,0,0,0.1,0,0,0.006,0.255,0.1,0,0.017,0.006,0,0,0,0,"Normal"
"140612",0,0,0,0,0.00332,0.03256,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.005,0,0,0,0,0.1,0,0.04,0.004,0.255,0.1,0,0.025,0.004,0,0,0,0,"Normal"
"264604",3e-04,0,0.01,0,0.01871,0.00327,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.002,0,0,0,0,0.1,0,0.1,0.058,0.171,0.057,0.003,0.002,0.002,0,0.003,0,0.001,"Normal"
"183644",0,0,0.14,0,0.00095,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.006,0.006,0,0,0,0,0.1,0,0,0.014,0.088,0.086,0.021,0.086,0.002,0,0,0,0,"Normal"
"316235",0,0,0,0,0.00278,0.37379,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.009,0.01,0,0,0,0,0.1,0,0.02,0.227,0.255,0.1,0,0,0.001,0,0,0,0,"Normal"
"540142",0,0,0,0,0.0034,0.00646,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.009,0.01,0,0,0,0,0.1,0,0.02,0.046,0.255,0.1,0,0.002,0.002,0,0.002,0,0.001,"Normal"
"31826",0,0,0,0,0.00189,0.04807,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.011,0.031,0,0,0,0,0.1,0,0.01,0.112,0.255,0.1,0,0.001,0.004,0,0,0,0,"Normal"
"229406",0,0,0,0,0.00258,0.00486,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0,0,0,0,0.1,0,0,0.026,0.255,0.1,0,0.004,0.002,0,0,0,0,"Normal"
"370434",0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0.1,0.1,0.1,0,0,0.12,0.188,0.1,0,0.001,0.01,0,0,0.1,0.1,"Normal"
"320289",0,0,0,0,0.00168,0.01686,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.002,0.002,0,0,0,0,0.1,0,0,0.002,0.255,0.1,0,0.05,0.007,0,0,0,0,"Normal"
"416827",0,0,0,0,0.00209,0.02817,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.002,0.002,0,0,0,0,0.1,0,0,0.034,0.255,0.1,0,0.003,0.001,0,0,0,0,"Normal"
"568369",0.0021,0.01,0.02,0,0.00042,0.00042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0.1,0,0,0.255,0.245,0.096,0.001,0,0,0,0,0,0,"Normal"
"206406",0,0,0,0,0.00238,0.03566,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.014,0.014,0,0,0,0,0.1,0,0,0.022,0.255,0.1,0,0.005,0.002,0,0,0,0,"Normal"
"378133",0.0013,0,0.01,0,0.01149,0.00364,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0.1,0,0,0.255,0.153,0.06,0.002,0,0,0,0,0,0,"Normal"
"570816",0,0,0.01,0,0.01488,0.00325,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0.1,0,0,0.245,0.136,0.052,0.002,0,0.001,0,0,0,0,"Normal"
"545804",0,0,0,0,0.00298,0.03296,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.027,0.04,0,0,0,0,0.1,0,0.01,0.133,0.255,0.1,0,0.001,0.001,0.001,0,0,0,"Normal"
"565289",0,0,0,0,0.00224,0.00683,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.03,0.051,0,0,0,0,0.1,0,0.008,0.03,0.255,0.1,0,0.003,0.004,0,0,0,0,"Normal"
